v8-version,3,32,7,0,0
code-creation,Stub,11,0x3711e120,196,"BinaryOpICStub(MOD:Smi*2048->Smi)"
code-creation,Stub,2,0x3711e200,213,"JSEntryStub"
code-creation,Stub,2,0x3711e2e0,213,"JSConstructEntryStub"
code-creation,Builtin,4,0x3711e3c0,77,"Illegal"
code-creation,Builtin,4,0x3711e420,77,"EmptyFunction"
code-creation,Builtin,4,0x3711e480,77,"ArrayPush"
code-creation,Builtin,4,0x3711e4e0,77,"ArrayPop"
code-creation,Builtin,4,0x3711e540,77,"ArrayShift"
code-creation,Builtin,4,0x3711e5a0,77,"ArrayUnshift"
code-creation,Builtin,4,0x3711e600,77,"ArraySlice"
code-creation,Builtin,4,0x3711e660,77,"ArraySplice"
code-creation,Builtin,4,0x3711e6c0,77,"ArrayConcat"
code-creation,Builtin,4,0x3711e720,80,"HandleApiCall"
code-creation,Builtin,4,0x3711e780,80,"HandleApiCallConstruct"
code-creation,Builtin,4,0x3711e7e0,77,"HandleApiCallAsFunction"
code-creation,Builtin,4,0x3711e840,77,"HandleApiCallAsConstructor"
code-creation,Builtin,4,0x3711e8a0,77,"StrictModePoisonPill"
code-creation,Builtin,4,0x3711e900,77,"GeneratorPoisonPill"
code-creation,Builtin,4,0x3711e960,226,"ArgumentsAdaptorTrampoline"
code-creation,Builtin,4,0x3711ea60,118,"InOptimizationQueue"
code-creation,Builtin,4,0x3711eae0,523,"JSConstructStubGeneric"
code-creation,Builtin,4,0x3711ed00,407,"JSConstructStubApi"
code-creation,Builtin,4,0x3711eea0,153,"JSEntryTrampoline"
code-creation,Stub,2,0x3711ef40,146,"CallConstructStub"
code-creation,Builtin,4,0x3711efe0,131,"JSConstructEntryTrampoline"
code-creation,Builtin,4,0x3711f080,99,"CompileLazy"
code-creation,Builtin,4,0x3711f100,104,"CompileOptimized"
code-creation,Builtin,4,0x3711f180,104,"CompileOptimizedConcurrent"
code-creation,Builtin,4,0x3711f200,140,"NotifyDeoptimized"
code-creation,Builtin,4,0x3711f2a0,140,"NotifySoftDeoptimized"
code-creation,Builtin,4,0x3711f340,140,"NotifyLazyDeoptimized"
code-creation,Builtin,4,0x3711f3e0,94,"NotifyStubFailure"
code-creation,Builtin,4,0x3711f440,94,"NotifyStubFailureSaveDoubles"
code-creation,Builtin,4,0x3711f4a0,83,"LoadIC_Miss"
code-creation,Builtin,4,0x3711f500,83,"KeyedLoadIC_Miss"
code-creation,Builtin,4,0x3711f560,84,"StoreIC_Miss"
code-creation,Builtin,4,0x3711f5c0,84,"KeyedStoreIC_Miss"
code-creation,Builtin,6,0x3711f620,80,"LoadIC_Getter_ForDeopt"
code-creation,Builtin,7,0x3711f680,83,"KeyedLoadIC_Initialize"
code-creation,Builtin,7,0x3711f6e0,83,"KeyedLoadIC_PreMonomorphic"
code-creation,Stub,2,0x3711f740,740,"NameDictionaryLookupStub"
code-creation,Builtin,7,0x3711fa40,880,"KeyedLoadIC_Generic"
code-creation,Builtin,9,0x3711fdc0,82,"StoreIC_Setter_ForDeopt"
code-creation,Builtin,10,0x3711fe20,84,"KeyedStoreIC_Initialize"
code-creation,Builtin,10,0x3711fe80,84,"KeyedStoreIC_PreMonomorphic"
code-creation,Stub,2,0x3711fee0,1453,"RecordWriteStub"
code-creation,Stub,2,0x371204a0,1433,"RecordWriteStub"
code-creation,Stub,2,0x37120a40,611,"RecordWriteStub"
code-creation,Stub,2,0x37120cc0,1437,"RecordWriteStub"
code-creation,Stub,2,0x37121260,1428,"RecordWriteStub"
code-creation,Builtin,10,0x37121800,2617,"KeyedStoreIC_Megamorphic"
code-creation,Builtin,10,0x37122240,86,"KeyedStoreIC_Generic"
code-creation,Builtin,10,0x371222a0,84,"KeyedStoreIC_Initialize_Strict"
code-creation,Builtin,10,0x37122300,84,"KeyedStoreIC_PreMonomorphic_Strict"
code-creation,Builtin,10,0x37122360,2617,"KeyedStoreIC_Megamorphic_Strict"
code-creation,Builtin,10,0x37122da0,86,"KeyedStoreIC_Generic_Strict"
code-creation,Stub,2,0x37122e00,1425,"RecordWriteStub"
code-creation,Builtin,10,0x371233a0,286,"KeyedStoreIC_SloppyArguments"
code-creation,Builtin,4,0x371234c0,359,"FunctionCall"
code-creation,Builtin,4,0x37123640,370,"FunctionApply"
code-creation,Stub,2,0x371237c0,249,"InternalArrayNoArgumentConstructorStub"
code-creation,Stub,2,0x371238c0,394,"InternalArraySingleArgumentConstructorStub"
code-creation,Stub,2,0x37123a60,330,"InternalArrayNArgumentsConstructorStub"
code-creation,Stub,2,0x37123bc0,249,"InternalArrayNoArgumentConstructorStub"
code-creation,Stub,2,0x37123cc0,394,"InternalArraySingleArgumentConstructorStub"
code-creation,Stub,2,0x37123e60,330,"InternalArrayNArgumentsConstructorStub"
code-creation,Stub,2,0x37123fc0,166,"InternalArrayConstructorStub"
code-creation,Builtin,4,0x37124080,78,"InternalArrayCode"
code-creation,Stub,2,0x371240e0,494,"ArrayConstructorStub_Any"
code-creation,Builtin,4,0x371242e0,83,"ArrayCode"
code-creation,Builtin,4,0x37124340,349,"StringConstructCode"
code-creation,Builtin,4,0x371244a0,117,"OnStackReplacement"
code-creation,Builtin,4,0x37124520,76,"InterruptCheck"
code-creation,Builtin,4,0x37124580,102,"OsrAfterStackCheck"
code-creation,Builtin,4,0x37124600,76,"StackCheck"
code-creation,Builtin,4,0x37124660,115,"MarkCodeAsExecutedOnce"
code-creation,Builtin,4,0x371246e0,109,"MarkCodeAsExecutedTwice"
code-creation,Builtin,4,0x37124760,109,"MakeQuadragenarianCodeYoungAgainOddMarking"
code-creation,Builtin,4,0x371247e0,109,"MakeQuadragenarianCodeYoungAgainEvenMarking"
code-creation,Builtin,4,0x37124860,109,"MakeQuinquagenarianCodeYoungAgainOddMarking"
code-creation,Builtin,4,0x371248e0,109,"MakeQuinquagenarianCodeYoungAgainEvenMarking"
code-creation,Builtin,4,0x37124960,109,"MakeSexagenarianCodeYoungAgainOddMarking"
code-creation,Builtin,4,0x371249e0,109,"MakeSexagenarianCodeYoungAgainEvenMarking"
code-creation,Builtin,4,0x37124a60,109,"MakeSeptuagenarianCodeYoungAgainOddMarking"
code-creation,Builtin,4,0x37124ae0,109,"MakeSeptuagenarianCodeYoungAgainEvenMarking"
code-creation,Builtin,4,0x37124b60,109,"MakeOctogenarianCodeYoungAgainOddMarking"
code-creation,Builtin,4,0x37124be0,109,"MakeOctogenarianCodeYoungAgainEvenMarking"
code-creation,Builtin,3,0x37124c60,83,"LoadIC_Slow"
code-creation,Builtin,3,0x37124cc0,83,"KeyedLoadIC_Slow"
code-creation,Builtin,3,0x37124d20,84,"StoreIC_Slow"
code-creation,Builtin,3,0x37124d80,84,"KeyedStoreIC_Slow"
code-creation,Stub,2,0x37124de0,740,"NameDictionaryLookupStub"
code-creation,Builtin,3,0x371250e0,227,"LoadIC_Normal"
code-creation,Stub,2,0x371251e0,740,"NameDictionaryLookupStub"
code-creation,Stub,2,0x371254e0,1433,"RecordWriteStub"
code-creation,Builtin,3,0x37125a80,275,"StoreIC_Normal"
code-creation,Builtin,4,0x37125ba0,107,"Return_DebugBreak"
code-creation,Builtin,4,0x37125c20,104,"CallFunctionStub_DebugBreak"
code-creation,Builtin,4,0x37125ca0,110,"CallConstructStub_DebugBreak"
code-creation,Builtin,4,0x37125d20,114,"CallConstructStub_Recording_DebugBreak"
code-creation,Builtin,8,0x37125da0,106,"CallICStub_DebugBreak"
code-creation,Builtin,6,0x37125e20,106,"LoadIC_DebugBreak"
code-creation,Builtin,7,0x37125ea0,106,"KeyedLoadIC_DebugBreak"
code-creation,Builtin,9,0x37125f20,108,"StoreIC_DebugBreak"
code-creation,Builtin,10,0x37125fa0,108,"KeyedStoreIC_DebugBreak"
code-creation,Builtin,13,0x37126020,104,"CompareNilIC_DebugBreak"
code-creation,Builtin,4,0x371260a0,105,"Slot_DebugBreak"
code-creation,Builtin,4,0x37126120,65,"PlainReturn_LiveEdit"
code-creation,Builtin,4,0x37126180,93,"FrameDropper_LiveEdit"
code-creation,Stub,13,0x371261e0,93,"CompareNilICStub(NullValue)(None)"
code-creation,LoadInitialize,6,0x37126240,83,"args_count: 0"
code-creation,Stub,2,0x371262a0,190,"CallFunctionStub_Args1"
code-creation,Stub,2,0x37126360,190,"CallFunctionStub_Args2"
code-disable-optimization,"EQUALS","Call to a JavaScript runtime function"
code-creation,Function,0,0x37126420,2536,"EQUALS native runtime.js:9:16",0x2ee15d60,
code-creation,Function,0,0x37126e20,436,"STRICT_EQUALS native runtime.js:56:23",0x2ee15dec,~
code-creation,Stub,2,0x37126fe0,216,"StringCompareStub"
code-creation,Stub,12,0x371270c0,104,"CompareICStub"
code-disable-optimization,"COMPARE","Call to a JavaScript runtime function"
code-creation,Function,0,0x37127140,1172,"COMPARE native runtime.js:67:17",0x2ee15e8c,
code-creation,Stub,2,0x371275e0,786,"StringAddStub_CheckBoth"
code-disable-optimization,"ADD","Call to a JavaScript runtime function"
code-creation,Function,0,0x37127900,804,"ADD native runtime.js:99:13",0x2ee15fa4,
code-creation,Stub,12,0x37127c40,104,"CompareICStub"
code-creation,Stub,2,0x37127cc0,172,"DoubleToIStub"
code-creation,Stub,2,0x37127d80,430,"NumberToStringStub"
code-disable-optimization,"STRING_ADD_LEFT","Call to a JavaScript runtime function"
code-creation,Function,0,0x37127f40,648,"STRING_ADD_LEFT native runtime.js:112:25",0x2ee16084,
code-disable-optimization,"STRING_ADD_RIGHT","Call to a JavaScript runtime function"
code-creation,Function,0,0x371281e0,660,"STRING_ADD_RIGHT native runtime.js:124:26",0x2ee16114,
code-disable-optimization,"SUB","Call to a JavaScript runtime function"
code-creation,Function,0,0x37128480,344,"SUB native runtime.js:137:13",0x2ee161a4,
code-disable-optimization,"MUL","Call to a JavaScript runtime function"
code-creation,Function,0,0x371285e0,344,"MUL native runtime.js:142:13",0x2ee16234,
code-disable-optimization,"DIV","Call to a JavaScript runtime function"
code-creation,Function,0,0x37128740,344,"DIV native runtime.js:147:13",0x2ee162c4,
code-disable-optimization,"MOD","Call to a JavaScript runtime function"
code-creation,Function,0,0x371288a0,344,"MOD native runtime.js:152:13",0x2ee16354,
code-disable-optimization,"BIT_OR","Call to a JavaScript runtime function"
code-creation,Function,0,0x37128a00,344,"BIT_OR native runtime.js:157:16",0x2ee163e4,
code-disable-optimization,"BIT_AND","Call to a JavaScript runtime function"
code-creation,Function,0,0x37128b60,508,"BIT_AND native runtime.js:162:17",0x2ee16474,
code-disable-optimization,"BIT_XOR","Call to a JavaScript runtime function"
code-creation,Function,0,0x37128d60,344,"BIT_XOR native runtime.js:174:17",0x2ee16504,
code-disable-optimization,"SHL","Call to a JavaScript runtime function"
code-creation,Function,0,0x37128ec0,344,"SHL native runtime.js:179:13",0x2ee16594,
code-disable-optimization,"SAR","Call to a JavaScript runtime function"
code-creation,Function,0,0x37129020,508,"SAR native runtime.js:184:13",0x2ee16624,
code-disable-optimization,"SHR","Call to a JavaScript runtime function"
code-creation,Function,0,0x37129220,344,"SHR native runtime.js:196:13",0x2ee166b4,
code-disable-optimization,"DELETE","Call to a JavaScript runtime function"
code-creation,Function,0,0x37129380,236,"DELETE native runtime.js:201:16",0x2ee16744,
code-creation,Stub,2,0x37129480,952,"FastCloneShallowArrayStub"
code-creation,Stub,2,0x37129840,1448,"RecordWriteStub"
code-creation,Stub,2,0x37129e00,255,"StoreArrayLiteralElementStub"
code-creation,Stub,14,0x37129f00,93,"ToBooleanStub(None)"
code-creation,Stub,12,0x37129f60,104,"CompareICStub"
code-disable-optimization,"IN","Call to a JavaScript runtime function"
code-creation,Function,0,0x37129fe0,528,"IN native runtime.js:204:12",0x2ee16814,
code-disable-optimization,"INSTANCE_OF","Call to a JavaScript runtime function"
code-creation,Function,0,0x3712a200,692,"INSTANCE_OF native runtime.js:216:21",0x2ee168cc,
code-disable-optimization,"FILTER_KEY","Call to a JavaScript runtime function"
code-creation,Function,0,0x3712a4c0,224,"FILTER_KEY native runtime.js:234:20",0x2ee1695c,
code-creation,Stub,2,0x3712a5a0,350,"ArgumentsAccessStub_NewSloppyFast"
code-disable-optimization,"CALL_NON_FUNCTION","Call to a JavaScript runtime function"
code-creation,Function,0,0x3712a700,376,"CALL_NON_FUNCTION native runtime.js:239:27",0x2ee169fc,
code-disable-optimization,"CALL_NON_FUNCTION_AS_CONSTRUCTOR","Call to a JavaScript runtime function"
code-creation,Function,0,0x3712a880,376,"CALL_NON_FUNCTION_AS_CONSTRUCTOR native runtime.js:246:42",0x2ee16a9c,
code-creation,Stub,2,0x3712aa00,130,"ArgumentsAccessStub_ReadElement"
code-creation,Function,0,0x3712aaa0,252,"CALL_FUNCTION_PROXY native runtime.js:253:29",0x2ee16b34,~
code-creation,Function,0,0x3712aba0,224,"CALL_FUNCTION_PROXY_AS_CONSTRUCTOR native runtime.js:259:44",0x2ee16bc8,~
code-creation,Stub,12,0x3712ac80,104,"CompareICStub"
code-creation,Stub,12,0x3712ad00,104,"CompareICStub"
code-disable-optimization,"APPLY_PREPARE","Call to a JavaScript runtime function"
code-creation,Function,0,0x3712ad80,1144,"APPLY_PREPARE native runtime.js:264:23",0x2ee16c88,
code-disable-optimization,"STACK_OVERFLOW","Call to a JavaScript runtime function"
code-creation,Function,0,0x3712b200,212,"STACK_OVERFLOW native runtime.js:286:24",0x2ee16d24,
code-disable-optimization,"TO_OBJECT","Call to a JavaScript runtime function"
code-creation,Function,0,0x3712b2e0,176,"TO_OBJECT native runtime.js:289:19",0x2ee16dac,
code-disable-optimization,"TO_NUMBER","Call to a JavaScript runtime function"
code-creation,Function,0,0x3712b3a0,176,"TO_NUMBER native runtime.js:292:19",0x2ee16e34,
code-disable-optimization,"TO_STRING","Call to a JavaScript runtime function"
code-creation,Function,0,0x3712b460,176,"TO_STRING native runtime.js:295:19",0x2ee16ebc,
code-creation,LoadInitialize,6,0x3712b520,83,"args_count: 0"
code-creation,Stub,2,0x3712b580,1428,"RecordWriteStub"
code-creation,Stub,8,0x3712bb20,404,"CallICStub(args(2), FUNCTION, "
code-disable-optimization,"ToPrimitive","Call to a JavaScript runtime function"
code-creation,Function,0,0x3712bcc0,772,"ToPrimitive native runtime.js:298:21",0x2ee16f74,
code-creation,Function,0,0x3712bfe0,520,"ToBoolean native runtime.js:305:19",0x2ee17000,~
code-creation,Stub,8,0x3712c200,404,"CallICStub(args(1), FUNCTION, "
code-disable-optimization,"ToNumber","Call to a JavaScript runtime function"
code-creation,Function,0,0x3712c3a0,680,"ToNumber native runtime.js:312:18",0x2ee170b8,
code-disable-optimization,"NonNumberToNumber","Call to a JavaScript runtime function"
code-creation,Function,0,0x3712c660,628,"NonNumberToNumber native runtime.js:323:27",0x2ee17170,
code-disable-optimization,"ToString","Call to a JavaScript runtime function"
code-creation,Function,0,0x3712c8e0,620,"ToString native runtime.js:333:18",0x2ee1720c,
code-disable-optimization,"NonStringToString","Call to a JavaScript runtime function"
code-creation,Function,0,0x3712cb60,560,"NonStringToString native runtime.js:341:27",0x2ee172a8,
code-disable-optimization,"ToName","Call to a JavaScript runtime function"
code-creation,Function,0,0x3712cda0,224,"ToName native runtime.js:348:16",0x2ee17334,
code-creation,Stub,2,0x3712ce80,347,"CallConstructStub_Recording"
code-disable-optimization,"ToObject","Call to a JavaScript runtime function"
code-creation,Function,0,0x3712cfe0,636,"ToObject native runtime.js:351:18",0x2ee173f0,
code-creation,Function,0,0x3712d260,220,"ToInteger native runtime.js:361:19",0x2ee17494,~
code-creation,Function,0,0x3712d340,316,"ToLength native runtime.js:365:18",0x2ee17538,~
code-creation,Function,0,0x3712d480,260,"ToUint32 native runtime.js:370:18",0x2ee175dc,~
code-creation,Function,0,0x3712d5a0,220,"ToInt32 native runtime.js:374:17",0x2ee17680,~
code-creation,Function,0,0x3712d680,664,"SameValue native runtime.js:378:19",0x2ee17710,~
code-creation,Function,0,0x3712d920,436,"SameValueZero native runtime.js:388:23",0x2ee177a0,~
code-creation,Function,0,0x3712dae0,184,"IsPrimitive native runtime.js:395:21",0x2ee1782c,~
code-creation,Function,0,0x3712dba0,332,"IsConcatSpreadable native runtime.js:398:28",0x2ee178d4,~
code-disable-optimization,"DefaultNumber","Call to a JavaScript runtime function"
code-creation,Function,0,0x3712dd00,968,"DefaultNumber native runtime.js:404:23",0x2ee17980,
code-disable-optimization,"DefaultString","Call to a JavaScript runtime function"
code-creation,Function,0,0x3712e0e0,968,"DefaultString native runtime.js:419:23",0x2ee17a2c,
code-creation,Function,0,0x3712e4c0,332,"ToPositiveInteger native runtime.js:434:27",0x2ee17adc,~
code-creation,Script,0,0x3712e620,556,"native runtime.js",0x2ee17d28,~
code-creation,LoadPreMonomorphic,6,0x3712e860,83,"args_count: 0"
code-creation,LoadPreMonomorphic,6,0x3712e8c0,83,"args_count: 0"
code-creation,Function,0,0x3712e920,568,"InstallFunctions native v8natives.js:4:26",0x2ee18694,~
code-creation,Function,0,0x3712eb60,216,"InstallGetter native v8natives.js:18:23",0x2ee18728,~
code-creation,Function,0,0x3712ec40,272,"InstallGetterSetter native v8natives.js:24:29",0x2ee187c0,~
code-creation,Function,0,0x3712ed60,520,"InstallConstants native v8natives.js:33:26",0x2ee18860,~
code-creation,Stub,2,0x3712ef80,151,"ToNumberStub"
code-creation,Function,0,0x3712f020,840,"SetUpLockedPrototype native v8natives.js:45:30",0x2ee18908,~
code-creation,Function,0,0x3712f380,332,"GlobalIsNaN native v8natives.js:67:21",0x2ee189ac,~
code-creation,Function,0,0x3712f4e0,448,"GlobalIsFinite native v8natives.js:71:24",0x2ee18a50,~
code-creation,Stub,12,0x3712f6a0,104,"CompareICStub"
code-creation,Function,0,0x3712f720,1084,"GlobalParseInt native v8natives.js:75:24",0x2ee18afc,~
code-creation,Function,0,0x3712fb60,304,"GlobalParseFloat native v8natives.js:98:26",0x2ee18ba0,~
code-creation,Function,0,0x3712fca0,400,"GlobalEval native v8natives.js:103:20",0x2ee18c34,~
code-creation,Stub,8,0x3712fe40,404,"CallICStub(args(10), FUNCTION, "
code-creation,Stub,8,0x3712ffe0,404,"CallICStub(args(3), FUNCTION, "
code-creation,Function,0,0x37130180,476,"SetUpGlobal native v8natives.js:110:21",0x2ee18cdc,~
code-creation,Function,0,0x37130360,416,"NoSideEffectsObjectToString native v8natives.js:126:37",0x2ee18d7c,~
code-creation,Stub,8,0x37130500,485,"CallICStub(args(0), METHOD, "
code-creation,Function,0,0x37130700,332,"ObjectToLocaleString native v8natives.js:131:30",0x2ee18e30,~
code-creation,Function,0,0x37130860,172,"ObjectValueOf native v8natives.js:135:23",0x2ee18ed0,~
code-creation,Stub,8,0x37130920,404,"CallICStub(args(4), FUNCTION, "
code-creation,Function,0,0x37130ac0,520,"ObjectHasOwnProperty native v8natives.js:138:30",0x2ee18f84,~
code-creation,Function,0,0x37130ce0,368,"ObjectIsPrototypeOf native v8natives.js:146:29",0x2ee19038,~
code-creation,Function,0,0x37130e60,488,"ObjectPropertyIsEnumerable native v8natives.js:151:36",0x2ee190f0,~
code-creation,Stub,8,0x37131060,488,"CallICStub(args(1), METHOD, "
code-creation,Function,0,0x37131260,752,"ObjectDefineGetter native v8natives.js:160:28",0x2ee191bc,~
code-creation,Function,0,0x37131560,352,"ObjectLookupGetter native v8natives.js:175:28",0x2ee19268,~
code-creation,Function,0,0x371316c0,752,"ObjectDefineSetter native v8natives.js:182:28",0x2ee19334,~
code-creation,Function,0,0x371319c0,352,"ObjectLookupSetter native v8natives.js:197:28",0x2ee193e0,~
code-creation,Function,0,0x37131b20,392,"ObjectKeys native v8natives.js:204:20",0x2ee19494,~
code-creation,Function,0,0x37131cc0,284,"IsAccessorDescriptor native v8natives.js:213:30",0x2ee1953c,~
code-creation,Function,0,0x37131de0,284,"IsDataDescriptor native v8natives.js:217:26",0x2ee195e4,~
code-creation,Function,0,0x37131f00,296,"IsGenericDescriptor native v8natives.js:221:29",0x2ee1968c,~
code-creation,Function,0,0x37132040,236,"IsInconsistentDescriptor native v8natives.js:225:34",0x2ee19734,~
code-creation,StoreInitialize,9,0x37132140,84,"args_count: 0"
code-creation,Function,0,0x371321a0,744,"FromPropertyDescriptor native v8natives.js:228:32",0x2ee19848,~
code-creation,Function,0,0x371324a0,964,"FromGenericPropertyDescriptor native v8natives.js:241:39",0x2ee19920,~
code-creation,Function,0,0x37132880,1664,"ToPropertyDescriptor native v8natives.js:264:30",0x2ee19a48,~
code-creation,Function,0,0x37132f00,924,"ToCompletePropertyDescriptor native v8natives.js:300:38",0x2ee19b28,~
code-creation,Function,0,0x371332a0,356,"PropertyDescriptor native v8natives.js:313:28",0x2ee19bb0,~
code-creation,Function,0,0x37133420,612,"ConvertDescriptorArrayToDescriptor native v8natives.js:405:44",0x2ee19c70,~
code-creation,Function,0,0x371336a0,584,"GetTrap native v8natives.js:421:17",0x2ee19d44,~
code-creation,Function,0,0x37133900,268,"CallTrap0 native v8natives.js:433:19",0x2ee19df0,~
code-creation,Function,0,0x37133a20,268,"CallTrap1 native v8natives.js:436:19",0x2ee19ea0,~
code-creation,Function,0,0x37133b40,272,"CallTrap2 native v8natives.js:439:19",0x2ee19f54,~
code-creation,Function,0,0x37133c60,860,"GetOwnPropertyJS native v8natives.js:442:26",0x2ee1a038,~
code-creation,Function,0,0x37133fc0,444,"Delete native v8natives.js:460:16",0x2ee1a100,~
code-creation,Stub,8,0x37134180,404,"CallICStub(args(5), FUNCTION, "
code-creation,Function,0,0x37134320,500,"DefineProxyProperty native v8natives.js:472:29",0x2ee1a1d0,~
code-creation,Function,0,0x37134520,6020,"DefineObjectProperty native v8natives.js:486:30",0x2ee1a48c,~
code-creation,Function,0,0x37135cc0,3152,"DefineArrayProperty native v8natives.js:616:29",0x2ee1a628,~
code-creation,Function,0,0x37136920,504,"DefineOwnProperty native v8natives.js:706:27",0x2ee1a6e8,~
code-creation,Function,0,0x37136b20,272,"ObjectGetPrototypeOf native v8natives.js:717:30",0x2ee1a79c,~
code-creation,Function,0,0x37136c40,528,"ObjectSetPrototypeOf native v8natives.js:723:30",0x2ee1a868,~
code-creation,Function,0,0x37136e60,348,"ObjectGetOwnPropertyDescriptor native v8natives.js:733:40",0x2ee1a92c,~
code-creation,Stub,2,0x37136fc0,298,"FastCloneShallowObjectStub"
code-creation,Function,0,0x37137100,980,"ToNameArray native v8natives.js:741:21",0x2ee1aa64,~
code-creation,Function,0,0x371374e0,1636,"ObjectGetOwnPropertyKeys native v8natives.js:762:34",0x2ee1ab48,~
code-creation,Function,0,0x37137b60,408,"ObjectGetOwnPropertyNames native v8natives.js:811:35",0x2ee1ac00,~
code-creation,Function,0,0x37137d00,440,"ObjectCreate native v8natives.js:820:22",0x2ee1acc0,~
code-creation,Function,0,0x37137ec0,1004,"ObjectDefineProperty native v8natives.js:829:30",0x2ee1ada0,~
code-creation,Function,0,0x371382c0,1044,"GetOwnEnumerablePropertyNames native v8natives.js:846:39",0x2ee1ae70,~
code-creation,Function,0,0x371386e0,904,"ObjectDefineProperties native v8natives.js:864:32",0x2ee1af50,~
code-creation,Stub,8,0x37138a80,488,"CallICStub(args(3), METHOD, "
code-creation,Function,0,0x37138c80,792,"ProxyFix native v8natives.js:879:18",0x2ee1b058,~
code-creation,Function,0,0x37138fa0,924,"ObjectSealJS native v8natives.js:901:22",0x2ee1b138,~
code-creation,Function,0,0x37139340,1080,"ObjectFreezeJS native v8natives.js:925:24",0x2ee1b224,~
code-creation,Function,0,0x37139780,368,"ObjectPreventExtension native v8natives.js:950:32",0x2ee1b2dc,~
code-creation,Function,0,0x37139900,708,"ObjectIsSealed native v8natives.js:960:24",0x2ee1b3ac,~
code-creation,Function,0,0x37139be0,832,"ObjectIsFrozen native v8natives.js:980:24",0x2ee1b484,~
code-creation,Function,0,0x37139f20,332,"ObjectIsExtensible native v8natives.js:999:28",0x2ee1b538,~
code-creation,Function,0,0x3713a080,176,"ObjectIs native v8natives.js:1008:18",0x2ee1b5e0,~
code-creation,Function,0,0x3713a140,188,"ObjectGetProto native v8natives.js:1011:24",0x2ee1b680,~
code-creation,Function,0,0x3713a200,424,"ObjectSetProto native v8natives.js:1014:24",0x2ee1b734,~
code-creation,Function,0,0x3713a3c0,376,"ObjectConstructor native v8natives.js:1020:27",0x2ee1b7dc,~
code-creation,Stub,8,0x3713a540,404,"CallICStub(args(20), FUNCTION, "
code-creation,Stub,8,0x3713a6e0,404,"CallICStub(args(30), FUNCTION, "
code-creation,Function,0,0x3713a880,1048,"SetUpObject native v8natives.js:1029:21",0x2ee1b88c,~
code-creation,Function,0,0x3713aca0,324,"BooleanConstructor native v8natives.js:1067:28",0x2ee1b934,~
code-creation,Function,0,0x3713ae00,428,"BooleanToString native v8natives.js:1074:25",0x2ee1b9d8,~
code-creation,Function,0,0x3713afc0,384,"BooleanValueOf native v8natives.js:1084:24",0x2ee1ba78,~
code-creation,Function,0,0x3713b140,464,"SetUpBoolean native v8natives.js:1090:22",0x2ee1bb20,~
code-creation,Function,0,0x3713b320,360,"NumberConstructor native v8natives.js:1101:27",0x2ee1bbc8,~
code-creation,Function,0,0x3713b4a0,744,"NumberToString native v8natives.js:1109:24",0x2ee1bc78,~
code-creation,Function,0,0x3713b7a0,232,"NumberToLocaleString native v8natives.js:1126:30",0x2ee1bd00,~
code-creation,Function,0,0x3713b8a0,380,"NumberValueOf native v8natives.js:1129:23",0x2ee1bda0,~
code-creation,Function,0,0x3713ba20,908,"NumberToFixedJS native v8natives.js:1135:25",0x2ee1be64,~
code-creation,Function,0,0x3713bdc0,996,"NumberToExponentialJS native v8natives.js:1153:31",0x2ee1bf28,~
code-creation,Function,0,0x3713c1c0,1012,"NumberToPrecisionJS native v8natives.js:1173:29",0x2ee1bff0,~
code-creation,Function,0,0x3713c5c0,420,"NumberIsFinite native v8natives.js:1192:24",0x2ee1c07c,~
code-creation,Function,0,0x3713c780,320,"NumberIsInteger native v8natives.js:1195:25",0x2ee1c124,~
code-creation,Function,0,0x3713c8c0,304,"NumberIsNaN native v8natives.js:1198:21",0x2ee1c1b0,~
code-creation,Function,0,0x3713ca00,428,"NumberIsSafeInteger native v8natives.js:1201:29",0x2ee1c260,~
code-creation,Stub,2,0x3713cbc0,525,"MathPowStub"
code-creation,Stub,8,0x3713cde0,404,"CallICStub(args(16), FUNCTION, "
code-creation,Stub,8,0x3713cf80,404,"CallICStub(args(12), FUNCTION, "
code-creation,Function,0,0x3713d120,1020,"SetUpNumber native v8natives.js:1209:21",0x2ee1c318,~
code-creation,Function,0,0x3713d520,856,"FunctionSourceString native v8natives.js:1243:30",0x2ee1c3d0,~
code-creation,Function,0,0x3713d880,172,"FunctionToString native v8natives.js:1275:26",0x2ee1c470,~
code-creation,Stub,2,0x3713d940,205,"FastNewContextStub"
code-creation,Stub,2,0x3713da20,234,"ArgumentsAccessStub_NewStrict"
code-creation,Function,0,0x3713db20,1084,"b native v8natives.js:1282:15",0x2ee1c544,~
code-creation,Stub,2,0x3713df60,1789,"RecordWriteStub"
code-creation,Stub,2,0x3713e660,482,"FastNewClosureStub"
code-creation,Stub,2,0x3713e860,1453,"RecordWriteStub"
code-creation,Function,0,0x3713ee20,688,"FunctionBind native v8natives.js:1278:22",0x2ee1c61c,~
code-creation,Function,0,0x3713f0e0,1200,"NewFunctionFromString native v8natives.js:1318:31",0x2ee1c704,~
code-creation,Function,0,0x3713f5a0,216,"FunctionConstructor native v8natives.js:1339:29",0x2ee1c7b4,~
code-creation,Function,0,0x3713f680,388,"SetUpFunction native v8natives.js:1342:23",0x2ee1c858,~
code-creation,Function,0,0x3713f820,204,"ToIterable native v8natives.js:1352:20",0x2ee1c8e4,~
code-creation,Function,0,0x3713f900,680,"GetIterator native v8natives.js:1358:21",0x2ee1c9b8,~
